commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison,devise,source,annees,mois,trimestre,jour_semaine,montant_attendu,ville,region,segment,date_inscription,nom,categorie,fournisseur,tranche_montant,saison,est_annulee,ca_perdu,delai_inscription_commande
CMD-Q1-00878,CLI0330,PRD0045,3.0,55.24,165.72,2024-03-01,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,4,165.72,Montpellier,PACA,Particulier,2021-07-10,Produit_Tél_45,Téléphonie,ElecPlus,Moyen,Printemps,False,0.0,965 days
CMD-Q1-00879,CLI0421,PRD0015,9.0,80.47,724.23,2024-01-04,en_cours,CB,Île-de-France,EUR,Q1_2024,2024,1,1,3,724.23,Strasbourg,Île-de-France,PME,2023-01-28,Produit_Inf_15,Informatique,ElecPlus,Grand,Hiver,False,0.0,341 days
CMD-Q1-00880,CLI0196,PRD0134,4.0,487.38,1949.52,2024-03-22,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,4,1949.52,Marseille,Nouvelle-Aquitaine,Particulier,2021-07-07,Produit_Rés_134,Réseau,DataStore,Grand,Printemps,False,0.0,989 days
CMD-Q1-00881,CLI0058,PRD0152,3.0,499.98,1499.94,2024-03-13,en_cours,CB,Île-de-France,EUR,Q1_2024,2024,3,1,2,1499.94,Paris,Occitanie,PME,2020-08-15,Produit_Rés_152,Réseau,ElecPlus,Grand,Printemps,False,0.0,1306 days
CMD-Q1-00882,CLI0146,PRD0145,2.0,54.52,109.04,2024-03-21,livrée,PayPal,Île-de-France,EUR,Q1_2024,2024,3,1,3,109.04,Montpellier,Auvergne-RA,Particulier,2023-01-12,Produit_Rés_145,Réseau,MediaShop,Moyen,Printemps,False,0.0,434 days
CMD-Q1-00883,CLI0144,PRD0015,3.0,80.47,241.41,2024-03-17,livrée,Chèque,Île-de-France,EUR,Q1_2024,2024,3,1,6,241.41,Nice,Auvergne-RA,Particulier,2022-09-20,Produit_Inf_15,Informatique,ElecPlus,Moyen,Printemps,False,0.0,544 days
CMD-Q1-00884,CLI0276,PRD0109,4.0,18.3,73.2,2024-02-18,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,6,73.2,Marseille,Occitanie,Startup,2021-05-18,Produit_Sto_109,Stockage,TechPro,Petit,Hiver,False,0.0,1006 days
CMD-Q1-00885,CLI0351,PRD0143,8.0,104.0,832.0,2024-01-17,livrée,PayPal,Auvergne-RA,EUR,Q1_2024,2024,1,1,2,832.0,Paris,Nouvelle-Aquitaine,Particulier,2020-01-01,Produit_Rés_143,Réseau,TechPro,Grand,Hiver,False,0.0,1477 days
CMD-Q1-00886,CLI0412,PRD0107,2.0,101.48,202.96,2024-02-13,annulée,CB,PACA,EUR,Q1_2024,2024,2,1,1,202.96,Nice,Auvergne-RA,Particulier,2022-05-18,Produit_Sto_107,Stockage,ElecPlus,Moyen,Hiver,True,202.96,636 days
CMD-Q1-00887,CLI0185,PRD0039,3.0,29.83,89.49,2024-03-23,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,5,89.49,Nice,Nouvelle-Aquitaine,Particulier,2020-01-02,Produit_Tél_39,Téléphonie,DataStore,Petit,Printemps,False,0.0,1542 days
CMD-Q1-00888,CLI0426,PRD0083,9.0,173.76,1563.84,2024-02-05,livrée,CB,Occitanie,EUR,Q1_2024,2024,2,1,0,1563.84,Strasbourg,Auvergne-RA,Particulier,2022-06-01,Produit_Acc_83,Accessoires,DataStore,Grand,Hiver,False,0.0,614 days
CMD-Q1-00889,CLI0077,PRD0058,4.0,118.62,474.48,2024-01-19,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,4,474.48,Strasbourg,Occitanie,Particulier,2020-11-08,Produit_Aud_58,Audio,TechPro,Moyen,Hiver,False,0.0,1167 days
CMD-Q1-00890,CLI0252,PRD0070,4.0,28.37,113.48,2024-01-10,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,2,113.48,Nice,Occitanie,Particulier,2020-01-19,Produit_Aud_70,Audio,ElecPlus,Moyen,Hiver,False,0.0,1452 days
CMD-Q1-00891,CLI0124,PRD0121,1.0,34.92,34.92,2024-01-22,en_cours,Chèque,Île-de-France,EUR,Q1_2024,2024,1,1,0,34.92,Strasbourg,Auvergne-RA,PME,2022-12-05,Produit_Sto_121,Stockage,TechPro,Petit,Hiver,False,0.0,413 days
CMD-Q1-00892,CLI0295,PRD0115,4.0,374.29,1497.16,2024-01-01,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,0,1497.16,Nantes,Île-de-France,PME,2022-08-04,Produit_Sto_115,Stockage,MediaShop,Grand,Hiver,False,0.0,515 days
CMD-Q1-00893,CLI0410,PRD0087,6.0,72.84,437.04,2024-01-01,en_cours,Virement,Auvergne-RA,EUR,Q1_2024,2024,1,1,0,437.04,Lille,Nouvelle-Aquitaine,Particulier,2023-10-12,Produit_Acc_87,Accessoires,ElecPlus,Moyen,Hiver,False,0.0,81 days
CMD-Q1-00894,CLI0130,PRD0016,2.0,87.66,175.32,2024-01-13,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,5,175.32,Paris,PACA,PME,2023-12-24,Produit_Inf_16,Informatique,ElecPlus,Moyen,Hiver,False,0.0,20 days
CMD-Q1-00895,CLI0446,PRD0011,7.0,27.63,193.41,2024-03-24,annulée,Virement,Auvergne-RA,EUR,Q1_2024,2024,3,1,6,193.41,Lyon,Auvergne-RA,Particulier,2021-09-30,Produit_Inf_11,Informatique,ElecPlus,Moyen,Printemps,True,193.41,906 days
CMD-Q1-00896,CLI0182,PRD0152,1.0,499.98,499.98,2024-03-25,en_cours,CB,Île-de-France,EUR,Q1_2024,2024,3,1,0,499.98,Toulouse,PACA,Grand Compte,2023-02-14,Produit_Rés_152,Réseau,ElecPlus,Moyen,Printemps,False,0.0,405 days
CMD-Q1-00897,CLI0304,PRD0055,4.0,45.75,183.0,2024-03-23,en_cours,Virement,Auvergne-RA,EUR,Q1_2024,2024,3,1,5,183.0,Strasbourg,Nouvelle-Aquitaine,PME,2023-11-30,Produit_Aud_55,Audio,MediaShop,Moyen,Printemps,False,0.0,114 days
CMD-Q1-00898,CLI0299,PRD0032,6.0,109.17,655.02,2024-03-23,livrée,CB,Occitanie,EUR,Q1_2024,2024,3,1,5,655.02,Bordeaux,Nouvelle-Aquitaine,Particulier,2023-02-24,Produit_Tél_32,Téléphonie,TechPro,Grand,Printemps,False,0.0,393 days
CMD-Q1-00899,CLI0047,PRD0054,4.0,124.37,497.48,2024-02-01,en_cours,Virement,Occitanie,EUR,Q1_2024,2024,2,1,3,497.48,Nantes,Auvergne-RA,Particulier,2020-09-17,Produit_Tél_54,Téléphonie,TechPro,Moyen,Hiver,False,0.0,1232 days
CMD-Q1-00900,CLI0443,PRD0011,2.0,27.63,55.26,2024-01-20,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,5,55.26,Toulouse,Île-de-France,Particulier,2023-07-18,Produit_Inf_11,Informatique,ElecPlus,Petit,Hiver,False,0.0,186 days
CMD-Q1-00901,CLI0003,PRD0041,1.0,48.15,48.15,2024-03-26,en_cours,Chèque,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,1,48.15,Nantes,Occitanie,PME,2023-11-17,Produit_Tél_41,Téléphonie,TechPro,Petit,Printemps,False,0.0,130 days
CMD-Q1-00902,CLI0209,PRD0076,4.0,211.08,844.32,2024-03-05,annulée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,1,844.32,Marseille,Auvergne-RA,Particulier,2020-05-13,Produit_Acc_76,Accessoires,TechPro,Grand,Printemps,True,844.32,1392 days
CMD-Q1-00903,CLI0279,PRD0029,9.0,149.76,1347.84,2024-03-25,livrée,Virement,Île-de-France,EUR,Q1_2024,2024,3,1,0,1347.84,Strasbourg,PACA,PME,2020-10-09,Produit_Tél_29,Téléphonie,TechPro,Grand,Printemps,False,0.0,1263 days
CMD-Q1-00904,CLI0061,PRD0087,5.0,72.84,364.2,2024-03-01,livrée,CB,Occitanie,EUR,Q1_2024,2024,3,1,4,364.20000000000005,Bordeaux,PACA,Startup,2022-05-21,Produit_Acc_87,Accessoires,ElecPlus,Moyen,Printemps,False,0.0,650 days
CMD-Q1-00905,CLI0235,PRD0031,3.0,152.91,458.73,2024-01-25,en_cours,Chèque,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,3,458.73,Lyon,PACA,Grand Compte,2020-09-29,Produit_Tél_31,Téléphonie,ElecPlus,Moyen,Hiver,False,0.0,1213 days
CMD-Q1-00906,CLI0430,PRD0019,7.0,62.97,440.79,2024-01-15,annulée,CB,PACA,EUR,Q1_2024,2024,1,1,0,440.78999999999996,Lyon,Nouvelle-Aquitaine,Startup,2023-01-12,Produit_Inf_19,Informatique,MediaShop,Moyen,Hiver,True,440.79,368 days
CMD-Q1-00907,CLI0098,PRD0072,6.0,121.78,730.68,2024-03-13,livrée,CB,PACA,EUR,Q1_2024,2024,3,1,2,730.6800000000001,Paris,Occitanie,Particulier,2021-12-10,Produit_Aud_72,Audio,MediaShop,Grand,Printemps,False,0.0,824 days
CMD-Q1-00908,CLI0454,PRD0060,3.0,436.88,1310.64,2024-02-29,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,3,1310.6399999999999,Paris,Auvergne-RA,Startup,2020-08-29,Produit_Aud_60,Audio,DataStore,Grand,Hiver,False,0.0,1279 days
CMD-Q1-00909,CLI0355,PRD0023,4.0,163.48,653.92,2024-02-06,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,1,653.92,Nice,Occitanie,Particulier,2021-05-22,Produit_Inf_23,Informatique,TechPro,Grand,Hiver,False,0.0,990 days
CMD-Q1-00910,CLI0261,PRD0069,9.0,106.11,954.99,2024-03-29,en_cours,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,4,954.99,Montpellier,Nouvelle-Aquitaine,Grand Compte,2023-09-27,Produit_Aud_69,Audio,DataStore,Grand,Printemps,False,0.0,184 days
CMD-Q1-00911,CLI0019,PRD0136,7.0,54.7,382.9,2024-01-17,livrée,PayPal,PACA,EUR,Q1_2024,2024,1,1,2,382.90000000000003,Toulouse,Occitanie,Particulier,2020-03-23,Produit_Rés_136,Réseau,MediaShop,Moyen,Hiver,False,0.0,1395 days
CMD-Q1-00912,CLI0116,PRD0005,8.0,95.95,767.6,2024-03-25,en_cours,PayPal,PACA,EUR,Q1_2024,2024,3,1,0,767.6,Montpellier,PACA,PME,2023-05-03,Produit_Inf_5,Informatique,MediaShop,Grand,Printemps,False,0.0,327 days
CMD-Q1-00913,CLI0391,PRD0085,5.0,181.81,909.05,2024-01-17,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,2,909.05,Lille,Nouvelle-Aquitaine,PME,2020-09-30,Produit_Acc_85,Accessoires,DataStore,Grand,Hiver,False,0.0,1204 days
CMD-Q1-00914,CLI0254,PRD0142,7.0,137.33,961.31,2024-02-17,en_cours,CB,PACA,EUR,Q1_2024,2024,2,1,5,961.3100000000001,Lille,Nouvelle-Aquitaine,PME,2020-06-09,Produit_Rés_142,Réseau,ElecPlus,Grand,Hiver,False,0.0,1348 days
CMD-Q1-00915,CLI0460,PRD0063,9.0,86.81,781.29,2024-01-10,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,2,781.29,Lille,Occitanie,Particulier,2021-10-14,Produit_Aud_63,Audio,ElecPlus,Grand,Hiver,False,0.0,818 days
CMD-Q1-00916,CLI0419,PRD0140,2.0,84.52,169.04,2024-03-11,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,0,169.04,Lille,Île-de-France,Grand Compte,2021-11-11,Produit_Rés_140,Réseau,ElecPlus,Moyen,Printemps,False,0.0,851 days
CMD-Q1-00917,CLI0480,PRD0063,8.0,86.81,694.48,2024-01-13,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,5,694.48,Marseille,Occitanie,PME,2020-02-13,Produit_Aud_63,Audio,ElecPlus,Grand,Hiver,False,0.0,1430 days
CMD-Q1-00918,CLI0441,PRD0114,6.0,61.01,366.06,2024-01-04,livrée,PayPal,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,3,366.06,Paris,Auvergne-RA,PME,2023-06-14,Produit_Sto_114,Stockage,MediaShop,Moyen,Hiver,False,0.0,204 days
CMD-Q1-00919,CLI0225,PRD0099,8.0,182.41,1459.28,2024-03-24,annulée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,6,1459.28,Montpellier,Île-de-France,Startup,2023-02-27,Produit_Sto_99,Stockage,DataStore,Grand,Printemps,True,1459.28,391 days
CMD-Q1-00920,CLI0494,PRD0106,8.0,52.42,419.36,2024-03-15,livrée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,4,419.36,Montpellier,Auvergne-RA,Particulier,2023-10-11,Produit_Sto_106,Stockage,MediaShop,Moyen,Printemps,False,0.0,156 days
CMD-Q1-00921,CLI0413,PRD0060,3.0,436.88,1310.64,2024-01-31,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,2,1310.6399999999999,Marseille,Île-de-France,PME,2023-11-03,Produit_Aud_60,Audio,DataStore,Grand,Hiver,False,0.0,89 days
CMD-Q1-00922,CLI0141,PRD0088,7.0,793.25,5552.75,2024-03-25,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,0,5552.75,Marseille,Île-de-France,PME,2022-06-07,Produit_Acc_88,Accessoires,DataStore,Très grand,Printemps,False,0.0,657 days
CMD-Q1-00923,CLI0374,PRD0138,6.0,67.74,406.44,2024-03-12,en_cours,CB,Occitanie,EUR,Q1_2024,2024,3,1,1,406.43999999999994,Toulouse,Auvergne-RA,Grand Compte,2022-05-17,Produit_Rés_138,Réseau,ElecPlus,Moyen,Printemps,False,0.0,665 days
CMD-Q1-00924,CLI0334,PRD0037,8.0,48.24,385.92,2024-01-16,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,1,385.92,Nantes,Nouvelle-Aquitaine,Startup,2020-10-31,Produit_Tél_37,Téléphonie,TechPro,Moyen,Hiver,False,0.0,1172 days
CMD-Q1-00925,CLI0356,PRD0080,1.0,131.51,131.51,2024-01-06,annulée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,5,131.51,Strasbourg,PACA,Grand Compte,2023-06-08,Produit_Acc_80,Accessoires,TechPro,Moyen,Hiver,True,131.51,212 days
CMD-Q1-00926,CLI0295,PRD0129,2.0,124.46,248.92,2024-03-27,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,2,248.92,Nantes,Île-de-France,PME,2022-08-04,Produit_Rés_129,Réseau,ElecPlus,Moyen,Printemps,False,0.0,601 days
CMD-Q1-00927,CLI0423,PRD0130,8.0,186.38,1491.04,2024-02-20,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,1,1491.04,Strasbourg,Nouvelle-Aquitaine,Particulier,2022-07-13,Produit_Rés_130,Réseau,DataStore,Grand,Hiver,False,0.0,587 days
CMD-Q1-00928,CLI0074,PRD0076,8.0,211.08,1688.64,2024-01-14,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,6,1688.64,Lyon,Auvergne-RA,Particulier,2023-02-10,Produit_Acc_76,Accessoires,TechPro,Grand,Hiver,False,0.0,338 days
CMD-Q1-00929,CLI0302,PRD0088,8.0,793.25,6346.0,2024-03-21,annulée,CB,Occitanie,EUR,Q1_2024,2024,3,1,3,6346.0,Montpellier,Occitanie,Particulier,2023-12-18,Produit_Acc_88,Accessoires,DataStore,Très grand,Printemps,True,6346.0,94 days
CMD-Q1-00930,CLI0418,PRD0023,9.0,163.48,1471.32,2024-03-07,annulée,PayPal,Occitanie,EUR,Q1_2024,2024,3,1,3,1471.32,Nantes,Île-de-France,PME,2023-11-02,Produit_Inf_23,Informatique,TechPro,Grand,Printemps,True,1471.32,126 days
CMD-Q1-00931,CLI0366,PRD0102,2.0,23.26,46.52,2024-03-22,annulée,CB,Occitanie,EUR,Q1_2024,2024,3,1,4,46.52,Lille,Auvergne-RA,PME,2020-08-22,Produit_Sto_102,Stockage,ElecPlus,Petit,Printemps,True,46.52,1308 days
CMD-Q1-00932,CLI0137,PRD0051,8.0,10.76,86.08,2024-01-30,livrée,Chèque,PACA,EUR,Q1_2024,2024,1,1,1,86.08,Marseille,Nouvelle-Aquitaine,Particulier,2023-03-22,Produit_Tél_51,Téléphonie,TechPro,Petit,Hiver,False,0.0,314 days
CMD-Q1-00933,CLI0182,PRD0126,1.0,82.76,82.76,2024-02-21,livrée,PayPal,PACA,EUR,Q1_2024,2024,2,1,2,82.76,Toulouse,PACA,Grand Compte,2023-02-14,Produit_Rés_126,Réseau,MediaShop,Petit,Hiver,False,0.0,372 days
CMD-Q1-00934,CLI0494,PRD0028,7.0,59.7,417.9,2024-03-29,en_cours,CB,Île-de-France,EUR,Q1_2024,2024,3,1,4,417.90000000000003,Montpellier,Auvergne-RA,Particulier,2023-10-11,Produit_Tél_28,Téléphonie,TechPro,Moyen,Printemps,False,0.0,170 days
CMD-Q1-00935,CLI0289,PRD0002,3.0,135.96,407.88,2024-03-16,en_cours,CB,PACA,EUR,Q1_2024,2024,3,1,5,407.88,Paris,Nouvelle-Aquitaine,Particulier,2022-12-25,Produit_Inf_2,Informatique,MediaShop,Moyen,Printemps,False,0.0,447 days
CMD-Q1-00936,CLI0299,PRD0021,4.0,78.18,312.72,2024-03-13,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,2,312.72,Bordeaux,Nouvelle-Aquitaine,Particulier,2023-02-24,Produit_Inf_21,Informatique,MediaShop,Moyen,Printemps,False,0.0,383 days
CMD-Q1-00937,CLI0480,PRD0037,7.0,48.24,337.68,2024-02-14,livrée,Virement,PACA,EUR,Q1_2024,2024,2,1,2,337.68,Marseille,Occitanie,PME,2020-02-13,Produit_Tél_37,Téléphonie,TechPro,Moyen,Hiver,False,0.0,1462 days
CMD-Q1-00938,CLI0348,PRD0068,3.0,12.48,37.44,2024-02-29,en_cours,Virement,Île-de-France,EUR,Q1_2024,2024,2,1,3,37.44,Nantes,Occitanie,Grand Compte,2022-06-24,Produit_Aud_68,Audio,TechPro,Petit,Hiver,False,0.0,615 days
CMD-Q1-00939,CLI0002,PRD0098,1.0,37.93,37.93,2024-02-22,en_cours,CB,Occitanie,EUR,Q1_2024,2024,2,1,3,37.93,Lyon,Nouvelle-Aquitaine,Particulier,2022-08-11,Produit_Sto_98,Stockage,MediaShop,Petit,Hiver,False,0.0,560 days
CMD-Q1-00940,CLI0052,PRD0112,1.0,79.76,79.76,2024-01-07,livrée,Virement,Occitanie,EUR,Q1_2024,2024,1,1,6,79.76,Nice,Nouvelle-Aquitaine,PME,2022-12-01,Produit_Sto_112,Stockage,DataStore,Petit,Hiver,False,0.0,402 days
CMD-Q1-00941,CLI0456,PRD0041,2.0,48.15,96.3,2024-01-22,livrée,Virement,Occitanie,EUR,Q1_2024,2024,1,1,0,96.3,Nice,Nouvelle-Aquitaine,Particulier,2023-08-27,Produit_Tél_41,Téléphonie,TechPro,Petit,Hiver,False,0.0,148 days
CMD-Q1-00942,CLI0071,PRD0049,2.0,65.78,131.56,2024-01-30,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,1,131.56,Nantes,Nouvelle-Aquitaine,Particulier,2023-10-15,Produit_Tél_49,Téléphonie,TechPro,Moyen,Hiver,False,0.0,107 days
CMD-Q1-00943,CLI0120,PRD0097,8.0,149.62,1196.96,2024-01-25,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,3,1196.96,Montpellier,Auvergne-RA,Particulier,2023-08-05,Produit_Sto_97,Stockage,MediaShop,Grand,Hiver,False,0.0,173 days
CMD-Q1-00944,CLI0013,PRD0078,9.0,217.49,1957.41,2024-02-25,livrée,Virement,PACA,EUR,Q1_2024,2024,2,1,6,1957.41,Toulouse,Île-de-France,PME,2021-05-16,Produit_Acc_78,Accessoires,DataStore,Grand,Hiver,False,0.0,1015 days
CMD-Q1-00945,CLI0001,PRD0100,6.0,62.84,377.04,2024-02-12,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,0,377.04,Toulouse,Auvergne-RA,Startup,2021-02-01,Produit_Sto_100,Stockage,DataStore,Moyen,Hiver,False,0.0,1106 days
CMD-Q1-00946,CLI0285,PRD0114,7.0,61.01,427.07,2024-01-23,livrée,CB,Occitanie,EUR,Q1_2024,2024,1,1,1,427.07,Lille,PACA,Startup,2023-10-19,Produit_Sto_114,Stockage,MediaShop,Moyen,Hiver,False,0.0,96 days
CMD-Q1-00947,CLI0471,PRD0008,7.0,308.27,2157.89,2024-03-18,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,0,2157.89,Lille,Île-de-France,Particulier,2020-12-01,Produit_Inf_8,Informatique,DataStore,Très grand,Printemps,False,0.0,1203 days
CMD-Q1-00948,CLI0054,PRD0146,2.0,30.77,61.54,2024-01-21,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,6,61.54,Strasbourg,Auvergne-RA,Particulier,2020-04-13,Produit_Rés_146,Réseau,TechPro,Petit,Hiver,False,0.0,1378 days
CMD-Q1-00949,CLI0069,PRD0126,1.0,82.76,82.76,2024-02-27,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,1,82.76,Marseille,Île-de-France,Particulier,2021-12-10,Produit_Rés_126,Réseau,MediaShop,Petit,Hiver,False,0.0,809 days
CMD-Q1-00950,CLI0434,PRD0078,6.0,217.49,1304.94,2024-01-12,en_cours,Chèque,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,4,1304.94,Lyon,Nouvelle-Aquitaine,Particulier,2020-06-14,Produit_Acc_78,Accessoires,DataStore,Grand,Hiver,False,0.0,1307 days
CMD-Q1-00951,CLI0145,PRD0111,4.0,237.06,948.24,2024-01-08,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,0,948.24,Paris,PACA,PME,2021-09-26,Produit_Sto_111,Stockage,ElecPlus,Grand,Hiver,False,0.0,834 days
CMD-Q1-00952,CLI0158,PRD0063,6.0,86.81,520.86,2024-03-15,livrée,Chèque,Île-de-France,EUR,Q1_2024,2024,3,1,4,520.86,Nantes,Nouvelle-Aquitaine,Particulier,2020-01-14,Produit_Aud_63,Audio,ElecPlus,Grand,Printemps,False,0.0,1522 days
CMD-Q1-00953,CLI0001,PRD0046,1.0,69.9,69.9,2024-02-07,retournée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,2,69.9,Toulouse,Auvergne-RA,Startup,2021-02-01,Produit_Tél_46,Téléphonie,ElecPlus,Petit,Hiver,False,0.0,1101 days
CMD-Q1-00954,CLI0427,PRD0062,4.0,51.87,207.48,2024-03-27,livrée,CB,PACA,EUR,Q1_2024,2024,3,1,2,207.48,Strasbourg,PACA,Particulier,2022-10-11,Produit_Aud_62,Audio,TechPro,Moyen,Printemps,False,0.0,533 days
CMD-Q1-00955,CLI0353,PRD0120,4.0,107.93,431.72,2024-01-24,livrée,Virement,Île-de-France,EUR,Q1_2024,2024,1,1,2,431.72,Nantes,PACA,PME,2022-06-28,Produit_Sto_120,Stockage,DataStore,Moyen,Hiver,False,0.0,575 days
CMD-Q1-00956,CLI0222,PRD0042,8.0,126.36,1010.88,2024-03-08,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,4,1010.88,Toulouse,Nouvelle-Aquitaine,PME,2021-09-20,Produit_Tél_42,Téléphonie,TechPro,Grand,Printemps,False,0.0,900 days
CMD-Q1-00957,CLI0487,PRD0152,1.0,499.98,499.98,2024-02-02,inconnu,PayPal,PACA,EUR,Q1_2024,2024,2,1,4,499.98,Nice,Occitanie,Particulier,2021-01-22,Produit_Rés_152,Réseau,ElecPlus,Moyen,Hiver,False,0.0,1106 days
CMD-Q1-00958,CLI0427,PRD0148,7.0,70.91,496.37,2024-01-06,annulée,Virement,Occitanie,EUR,Q1_2024,2024,1,1,5,496.37,Strasbourg,PACA,Particulier,2022-10-11,Produit_Rés_148,Réseau,DataStore,Moyen,Hiver,True,496.37,452 days
CMD-Q1-00959,CLI0442,PRD0001,2.0,57.96,115.92,2024-01-01,livrée,CB,Occitanie,EUR,Q1_2024,2024,1,1,0,115.92,Paris,Auvergne-RA,Grand Compte,2020-02-23,Produit_Inf_1,Informatique,TechPro,Moyen,Hiver,False,0.0,1408 days
CMD-Q1-00960,CLI0087,PRD0028,1.0,59.7,59.7,2024-02-22,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,3,59.7,Bordeaux,Auvergne-RA,Particulier,2023-02-06,Produit_Tél_28,Téléphonie,TechPro,Petit,Hiver,False,0.0,381 days
CMD-Q1-00961,CLI0350,PRD0112,8.0,79.76,638.08,2024-03-24,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,6,638.08,Montpellier,Auvergne-RA,Particulier,2023-09-12,Produit_Sto_112,Stockage,DataStore,Grand,Printemps,False,0.0,194 days
CMD-Q1-00962,CLI0088,PRD0061,5.0,75.83,379.15,2024-01-15,annulée,PayPal,Occitanie,EUR,Q1_2024,2024,1,1,0,379.15,Toulouse,Auvergne-RA,Particulier,2022-07-22,Produit_Aud_61,Audio,DataStore,Moyen,Hiver,True,379.15,542 days
CMD-Q1-00963,CLI0450,PRD0029,3.0,149.76,449.28,2024-03-04,livrée,CB,PACA,EUR,Q1_2024,2024,3,1,0,449.28,Nantes,Auvergne-RA,Particulier,2023-06-29,Produit_Tél_29,Téléphonie,TechPro,Moyen,Printemps,False,0.0,249 days
CMD-Q1-00964,CLI0265,PRD0117,5.0,69.72,348.6,2024-03-25,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,0,348.6,Strasbourg,Occitanie,Grand Compte,2021-05-06,Produit_Sto_117,Stockage,ElecPlus,Moyen,Printemps,False,0.0,1054 days
CMD-Q1-00965,CLI0136,PRD0097,1.0,149.62,149.62,2024-02-15,annulée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,3,149.62,Marseille,Occitanie,PME,2021-11-23,Produit_Sto_97,Stockage,MediaShop,Moyen,Hiver,True,149.62,814 days
CMD-Q1-00966,CLI0473,PRD0078,1.0,217.49,217.49,2024-02-17,livrée,PayPal,Occitanie,EUR,Q1_2024,2024,2,1,5,217.49,Toulouse,Île-de-France,Particulier,2021-03-10,Produit_Acc_78,Accessoires,DataStore,Moyen,Hiver,False,0.0,1074 days
CMD-Q1-00967,CLI0431,PRD0041,3.0,48.15,144.45,2024-01-14,livrée,Virement,Occitanie,EUR,Q1_2024,2024,1,1,6,144.45,Strasbourg,PACA,Particulier,2022-01-29,Produit_Tél_41,Téléphonie,TechPro,Moyen,Hiver,False,0.0,715 days
CMD-Q1-00968,CLI0205,PRD0147,3.0,56.16,168.48,2024-03-08,annulée,CB,PACA,EUR,Q1_2024,2024,3,1,4,168.48,Nantes,Nouvelle-Aquitaine,Particulier,2021-04-25,Produit_Rés_147,Réseau,ElecPlus,Moyen,Printemps,True,168.48,1048 days
CMD-Q1-00969,CLI0224,PRD0036,5.0,211.79,1058.95,2024-03-28,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,3,1058.95,Nice,Occitanie,Startup,2021-09-16,Produit_Tél_36,Téléphonie,TechPro,Grand,Printemps,False,0.0,924 days
CMD-Q1-00970,CLI0277,PRD0127,3.0,63.31,189.93,2024-01-30,livrée,Chèque,Île-de-France,EUR,Q1_2024,2024,1,1,1,189.93,Montpellier,Nouvelle-Aquitaine,Particulier,2020-06-12,Produit_Rés_127,Réseau,MediaShop,Moyen,Hiver,False,0.0,1327 days
